,NumberOfBHK,Price,Transaction,Availability,PostedBy,ReraApproved,AreaName,BuiltUpArea_sqft
804,3,23000000,Resale,Ready To Move,Broker,No, Bagalur Main Road,1769
805,4+,28500000,Resale,Ready To Move,Broker,No, Kalkere,2315
806,3,16000000,New Property,Ready To Move,Broker,No, Haralur Road,1575
807,2,12000000,New Property,Ready To Move,Broker,No, Haralur Road,1170
808,4+,32000000,Resale,Ready To Move,Broker,No, Kundalahalli,3038
809,3,22000000,Resale,Ready To Move,Broker,No, Thanisandra Main Road,2293
810,3,5965000,New Property,Ready To Move,Broker,No, Sompura Gate,1305
811,3,6123000,Resale,Ready To Move,Broker,No, Sompura Gate,1341
812,2,8795000,Resale,Ready To Move,Broker,No, Bagaluru,999
813,3,15000000,Resale,Ready To Move,Broker,No, Bagaluru,1401
814,3,15000000,New Property,Ready To Move,Broker,No, Bagaluru,1276
815,3,6203000,New Property,Ready To Move,Broker,No, Sompura Gate,1359
816,3,45000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,2100
817,3,14500000,Resale,Ready To Move,Broker,No, Rayasandra,1801
818,2,8500000,New Property,Ready To Move,Broker,No, Bagaluru,977
819,2,10700000,New Property,Ready To Move,Broker,Yes, Gunjur,1225
820,2,3825000,Resale,Ready To Move,Broker,Yes, Varthur,850
821,3,15900000,New Property,Ready To Move,Broker,Yes, Gunjur,1600
822,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur,1634
823,1,2587000,Resale,Ready To Move,Broker,Yes, Varthur,575
824,3,8498000,Resale,Ready To Move,Broker,No, Horamavu,1710
825,3,55000000,Resale,Ready To Move,Broker,No, JP Nagar,2885
826,3,22900000,New Property,Ready To Move,Broker,No, Yelahanka New Town,2688
827,3,33000000,New Property,Ready To Move,Broker,No, Kadugodi,2450
828,3,28000000,Resale,Ready To Move,Broker,No, Varthur,1905
829,3,8000000,Resale,Ready To Move,Broker,No, Jakkur,1500
830,3,26000000,Resale,Ready To Move,Broker,No, Varthur,1655
831,2,6200000,New Property,Ready To Move,Broker,No, Mathikere,1250
832,3,12600000,Resale,Ready To Move,Broker,No, Yelahanka New Town,1580
833,2,8900000,Resale,Ready To Move,Broker,No, Yelahanka,1120
834,2,7800000,New Property,Ready To Move,Broker,No, Jakkur,690
835,2,8800000,Resale,Ready To Move,Broker,No, Jakkur,790
836,4,87500000,New Property,Ready To Move,Broker,No, Yelahanka,4025
837,4+,71000000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,4145
838,3,28000000,Resale,Ready To Move,Broker,No, NRI Layout,4800
839,2,5800000,Resale,Ready To Move,Broker,No, Sadaramangala,1475
840,2,7676000,New Property,Ready To Move,Broker,Yes, Kambipura,1181
841,2,3825000,Resale,Ready To Move,Broker,Yes, Varthur,850
842,4,84000000,New Property,Ready To Move,Broker,No, Whitefield,5200
843,3,8498000,Resale,Ready To Move,Broker,No, Horamavu,1710
844,4,61000000,New Property,Ready To Move,Broker,No, Whitefield,5900
845,4,65900000,New Property,Ready To Move,Broker,No, Whitefield,4000
846,3,7786000,New Property,Ready To Move,Broker,No, Banjara Layout,1305
847,3,18500000,Resale,Ready To Move,Broker,No, Haralur Road,1717
848,3,45000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,2100
849,2,8500000,New Property,Ready To Move,Broker,No, Bagaluru,977
850,3,14500000,Resale,Ready To Move,Broker,No, Rayasandra,1801
851,2,17500000,New Property,Ready To Move,Broker,No, Varthur,1256
852,3,26000000,New Property,Ready To Move,Broker,No, Banashankari 2nd Stage,2400
853,2,5105000,New Property,Ready To Move,Broker,No, Sompura Gate,1110
854,2,4933000,New Property,Ready To Move,Broker,No, Sompura Gate,1071
855,2,9500000,New Property,Ready To Move,Broker,No, Yelahanka New Town,1170
856,3,30000000,New Property,Ready To Move,Broker,No, Harlur,1750
857,3,45000000,New Property,Ready To Move,Broker,No, Dollars Colony,2233
858,4+,45000000,Resale,Ready To Move,Broker,No, Jakkur,4250
859,4+,53000000,Resale,Ready To Move,Broker,No, Hennur,3250
860,4+,42500000,Resale,Ready To Move,Broker,No, Sir M Vishveswaraya Layout,4500
861,3,13500000,New Property,Ready To Move,Broker,Yes, Sarjapur,1634
862,4,52500000,New Property,Ready To Move,Broker,No, Whitefield,5600
863,3,15000000,New Property,Ready To Move,Broker,Yes, Varthur,1655
864,4,65900000,New Property,Ready To Move,Broker,No, Whitefield,4000
865,3,13200000,Resale,Ready To Move,Broker,No, Rajanukunte,2645
866,3,16500000,New Property,Ready To Move,Broker,Yes, Sarjapur,2030
867,2,8500000,New Property,Ready To Move,Broker,No, Bagaluru,977
868,4+,42500000,Resale,Ready To Move,Broker,No, Sir M Vishveswaraya Layout,4500
869,4+,53000000,Resale,Ready To Move,Broker,No, Hennur,3250
870,2,12800000,Resale,Ready To Move,Broker,No, Doddakannalli,1312
871,3,45000000,New Property,Ready To Move,Broker,No, Dollars Colony,2233
872,2,5325000,Resale,Ready To Move,Broker,No, Sompura Gate,1160
873,2,5502000,Resale,Ready To Move,Broker,No, Sompura Gate,1200
874,3,23500000,Resale,Ready To Move,Broker,No, Yelahanka,1853
875,3,14900000,Resale,Ready To Move,Broker,No, Doddakannalli,1528
876,3,25000000,New Property,Ready To Move,Broker,No, Panathur,1804
877,2,5700000,New Property,Ready To Move,Broker,No, Kodigehalli - KR Puram,1155
878,2,5325000,New Property,Ready To Move,Broker,No, Sompura Gate,1160
879,2,12500000,New Property,Ready To Move,Broker,No, Doddakannalli,1279
880,2,13500000,Resale,Ready To Move,Broker,No, Rayasandra,1106
881,3,19800000,Resale,Ready To Move,Broker,No, Kodichikkanahalli,1690
882,4,15400000,New Property,Ready To Move,Broker,Yes, Kambipura,2383
883,4,81100000,New Property,Ready To Move,Broker,No, Whitefield,6500
884,3,19600000,New Property,Ready To Move,Broker,Yes, Varthur,2155
885,4,12800000,Resale,Ready To Move,Broker,No, Jakkur,2663
886,2,7676000,New Property,Ready To Move,Broker,Yes, Kambipura,1181
887,4,85100000,New Property,Ready To Move,Broker,No, Whitefield,5000
888,2,5502000,Resale,Ready To Move,Broker,No, Sompura Gate,1200
889,1,3500000,Resale,Ready To Move,Broker,No, Domlur,813
890,2,13500000,Resale,Ready To Move,Broker,No, Panathur,1020
891,2,14000000,New Property,Ready To Move,Broker,No, Bommasandra,1276
892,3,9900000,Resale,Ready To Move,Broker,No, Akshayanagar,1195
893,2,11600000,Resale,Ready To Move,Broker,No, Haralur Road,977
894,2,13500000,Resale,Ready To Move,Broker,No, Rayasandra,1106
895,4,52900000,Resale,Ready To Move,Broker,No, Jakkur,5263
896,4+,33500000,Resale,Ready To Move,Broker,No, Whitefield,3048
897,3,57500000,Resale,Ready To Move,Broker,No, Old Madras Road,2400
898,3,37500000,New Property,Ready To Move,Broker,No, Whitefield,2640
899,4+,33000000,New Property,Ready To Move,Broker,No, Whitefield,3645
900,3,25900000,New Property,Ready To Move,Broker,No, Magadi Road,1631
901,1,4500000,New Property,Ready To Move,Broker,No, Hoskote,696
902,2,16000000,New Property,Ready To Move,Broker,No, International Airport Road,1200
903,3,19600000,New Property,Ready To Move,Broker,Yes, Varthur,2155
904,4,85100000,New Property,Ready To Move,Broker,No, Whitefield,5000
905,3,14000000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1700
906,4,61000000,New Property,Ready To Move,Broker,No, Whitefield,5900
907,3,15000000,New Property,Ready To Move,Broker,Yes, Varthur,1655
908,4,82000000,New Property,Ready To Move,Broker,No, Whitefield,6500
909,3,14700000,New Property,Ready To Move,Broker,No, Whitefield,2163
910,4+,33500000,Resale,Ready To Move,Broker,No, Whitefield,3048
911,3,57500000,Resale,Ready To Move,Broker,No, Old Madras Road,2400
912,4+,33000000,New Property,Ready To Move,Broker,No, Whitefield,3645
913,3,36000000,Resale,Ready To Move,Broker,No, Hebbal,2330
914,3,25900000,New Property,Ready To Move,Broker,No, Magadi Road,1631
915,1,4500000,New Property,Ready To Move,Broker,No, Hoskote,696
916,3,9150000,New Property,Ready To Move,Broker,No, Chandapura,1360
917,3,40000000,Resale,Ready To Move,Broker,No, Kanakapura Road,2750
918,3,9700000,Resale,Ready To Move,Broker,No, Bagalur Road,1000
919,1,900000,Resale,Ready To Move,Broker,No, Attibele,400
920,3,38000000,New Property,Ready To Move,Broker,No, Bellandur,2455
921,3,14000000,Resale,Ready To Move,Broker,No, Marathahalli,1545
922,3,27000000,Resale,Ready To Move,Broker,No, Hebbal,1851
923,4+,58000000,New Property,Ready To Move,Broker,No, Bellandur,3419
924,4,81100000,New Property,Ready To Move,Broker,No, Whitefield,6500
925,2,3975000,Resale,Ready To Move,Broker,No, JP Nagar,1179
926,3,14000000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1700
927,2,4224000,Resale,Ready To Move,Broker,No, Magadi Road,1408
928,3,13700000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1490
929,4,65900000,New Property,Ready To Move,Broker,No, Whitefield,4000
930,4+,58000000,New Property,Ready To Move,Broker,No, Bellandur,3419
931,4+,47000000,Resale,Ready To Move,Broker,No, Bannerghatta Road,3891
932,4+,22000000,Resale,Ready To Move,Broker,No, Whitefield,2100
933,3,14000000,Resale,Ready To Move,Broker,No, Raja Rajeshwari Nagar,2250
934,4+,42000000,New Property,Ready To Move,Broker,No, Whitefield,2555
935,3,40000000,Resale,Ready To Move,Broker,No, Kanakapura Road,2753
936,3,7800000,Resale,Ready To Move,Individual,Yes, Mysore Road,1082
937,4,24500000,Resale,Ready To Move,Broker,Yes, Sarjapur Road,3060
938,4,71000000,Resale,Ready To Move,Broker,Yes, Rajaji Nagar,4269
939,4,43600000,New Property,Ready To Move,Broker,Yes, Whitefield,3647
940,1,6411000,Resale,Ready To Move,Broker,No, Mahadevapura,830
941,2,6999000,Resale,Ready To Move,Broker,No, Jalahalli West,1080
942,1,5816000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1007
943,2,2563000,Resale,Ready To Move,Broker,No, Hoskote,741
944,2,8245000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1386
945,2,3975000,Resale,Ready To Move,Broker,No, JP Nagar,1179
946,4,25500000,New Property,Ready To Move,Broker,No, Maruthi Nagar Yelahanka,2464
947,4,69500000,New Property,Ready To Move,Broker,No, Whitefield,7500
948,4,85100000,New Property,Ready To Move,Broker,No, Whitefield,5000
949,3,7881000,Resale,Ready To Move,Broker,No, Marathahalli,1420
950,2,4224000,Resale,Ready To Move,Broker,No, Magadi Road,1408
951,2,6888000,Resale,Ready To Move,Broker,Yes, Bannerghatta Road,1120
952,2,3909000,New Property,Ready To Move,Broker,Yes, Sarjapur,1017
953,2,6534000,Resale,Ready To Move,Broker,No, Kanakapura Road,1294
954,3,15100000,Resale,Ready To Move,Broker,No, Mahadevapura,1960
955,3,8000000,Resale,Ready To Move,Broker,No, Banashankari,1345
956,3,16300000,Resale,Ready To Move,Broker,No, Whitefield,1930
957,3,26100000,Resale,Ready To Move,Broker,Yes, Bannerghatta Road,2611
958,1,4262000,Resale,Ready To Move,Broker,Yes, Varthur,651
959,2,7200000,New Property,Ready To Move,Broker,Yes, Hennur,1088
960,3,8215000,New Property,Ready To Move,Broker,Yes, Sarjapur,1325
961,4,24500000,Resale,Ready To Move,Broker,Yes, Sarjapur Road,3060
962,2,15000000,Resale,Ready To Move,Broker,Yes, Binnipete,1589
963,4,71000000,Resale,Ready To Move,Broker,Yes, Rajaji Nagar,4269
964,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur,1560
965,3,11200000,New Property,Ready To Move,Broker,Yes, Nallurhalli,1455
966,3,14000000,New Property,Ready To Move,Broker,Yes, Uttarahalli,1700
967,2,4500000,Resale,Ready To Move,Broker,No, Guddadahalli-Mysore Road,828
968,2,9900000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1063
969,2,9900000,New Property,Ready To Move,Broker,No, Guddadahalli-Mysore Road,1063
970,4,10600000,New Property,Ready To Move,Broker,No, Guddadahalli-Mysore Road,2223
971,3,4417000,Resale,Ready To Move,Broker,No, Hennur Road,1425
972,3,8600000,Resale,Ready To Move,Broker,Yes, Horamavu,1532
973,4,18700000,Resale,Ready To Move,Broker,No, Varthur,2610
974,2,9900000,Resale,Ready To Move,Broker,Yes, Sarjapur Road,1290
975,3,16900000,Resale,Ready To Move,Broker,No, Whitefield,2170
976,2,6702000,Resale,Ready To Move,Broker,Yes, Mysore Road,1117
977,2,7200000,New Property,Ready To Move,Broker,Yes, Hennur,1088
978,2,12100000,New Property,Ready To Move,Broker,Yes, Haralur Road,1470
979,3,14500000,New Property,Ready To Move,Broker,Yes, Sarjapur,1560
980,4,43600000,New Property,Ready To Move,Broker,Yes, Whitefield,3647
981,3,23200000,Resale,Ready To Move,Broker,No, Kanakapura Road,3138
982,2,6999000,Resale,Ready To Move,Broker,No, Jalahalli West,1080
983,2,2563000,Resale,Ready To Move,Broker,No, Hoskote,741
984,2,8245000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1386
985,3,8616000,Resale,Ready To Move,Broker,No, Sarjapur Road,1436
986,1,3154000,Resale,Ready To Move,Broker,Yes, Off Sarjapur road,701
987,3,5378000,Resale,Ready To Move,Broker,No, Uttarahalli,1455
988,4,10600000,New Property,Ready To Move,Broker,No, Guddadahalli-Mysore Road,2223
989,2,8500000,Resale,Ready To Move,Broker,No, Guddadahalli-Mysore Road,994
990,3,7822000,Resale,Ready To Move,Broker,No, Brookefield,1500
991,2,3754000,Resale,Ready To Move,Broker,No, Uttarahalli,985
992,2,3922000,Resale,Ready To Move,Broker,No, Kaval Byrasandra,1040
993,3,9117000,Resale,Ready To Move,Broker,Yes, Electronic City Phase II,1395
994,4,39100000,Resale,Ready To Move,Broker,Yes, Koramangala,4280
995,3,10800000,Resale,Ready To Move,Broker,Yes, Thanisandra Main Road,1574
996,2,4556000,Resale,Ready To Move,Broker,Yes, Thanisandra Main Road,1215
997,3,21100000,Resale,Ready To Move,Broker,Yes, Sarjapur,2070
998,2,6888000,Resale,Ready To Move,Broker,Yes, Bannerghatta Road,1120
999,4,40600000,Resale,Ready To Move,Broker,Yes, Bannerghatta Road,4067
1000,2,8009000,Resale,Ready To Move,Broker,Yes, Whitefield,1047
1001,2,3909000,New Property,Ready To Move,Broker,Yes, Sarjapur,1017
1002,2,6534000,Resale,Ready To Move,Broker,No, Kanakapura Road,1294
1003,2,5382000,Resale,Ready To Move,Broker,Yes, Electronic City,1035
1004,3,18100000,Resale,Ready To Move,Broker,Yes, Binnipete,1918
1005,3,15100000,Resale,Ready To Move,Broker,No, Mahadevapura,1960
1006,4+,48700000,Resale,Ready To Move,Broker,Yes, Koramangala,5325
1007,3,16500000,Resale,Ready To Move,Broker,No, HSR Layout,1760
1008,3,15600000,New Property,Ready To Move,Broker,No, Raghavendra Colony,1704
1009,3,7822000,Resale,Ready To Move,Broker,No, Brookefield,1500
1010,2,3922000,Resale,Ready To Move,Broker,No, Kaval Byrasandra,1040
1011,2,6521000,Resale,Ready To Move,Broker,No, Arekere,1175
1012,3,4032000,Resale,Ready To Move,Broker,No, Hosur Road,1260
1013,2,15100000,New Property,Ready To Move,Broker,Yes, Banashankari 2nd Stage,1375
1014,3,8000000,Resale,Ready To Move,Broker,No, Banashankari,1345
1015,3,6336000,Resale,Ready To Move,Broker,No, Whitefield,1440
1016,3,6635000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1252
1017,3,5401000,Resale,Ready To Move,Broker,No, Whitefield,1385
1018,2,3844000,New Property,Ready To Move,Broker,Yes, Chandapura Anekal Road,1240
1019,4,27000000,Resale,Ready To Move,Broker,No, Marathahalli,2600
1020,3,16300000,Resale,Ready To Move,Broker,No, Whitefield,1930
1021,3,26100000,Resale,Ready To Move,Broker,Yes, Bannerghatta Road,2611
1022,2,7150000,Resale,Ready To Move,Broker,Yes, Electronic City,1375
1023,2,8000000,Resale,Ready To Move,Broker,Yes, Kanakapura Road,1019
1024,1,4262000,Resale,Ready To Move,Broker,Yes, Varthur,651
1025,3,12100000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1321
1026,3,11500000,Resale,Ready To Move,Broker,Yes, Varthur,1686
1027,3,14600000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1475
1028,4,25100000,Resale,Ready To Move,Broker,Yes, Anekal,3191
1029,2,15100000,New Property,Ready To Move,Broker,Yes, Banashankari 2nd Stage,1375
1030,2,2400000,Resale,Ready To Move,Broker,No, Hosur Road,750
1031,4,37000000,Resale,Ready To Move,Broker,No, Rachenahalli,4895
1032,3,18000000,Resale,Ready To Move,Broker,No, Rachenahalli,2565
1033,3,16000000,New Property,Ready To Move,Broker,No, Budigere,1232
1034,3,17500000,Resale,Ready To Move,Broker,No, Chikkavaderapura,1950
1035,3,14600000,New Property,Ready To Move,Broker,Yes, Kanakapura Road,1475
1036,4,25100000,Resale,Ready To Move,Broker,Yes, Anekal,3191
1037,3,16000000,Resale,Ready To Move,Broker,Yes, Banashankari,1612
1038,3,11500000,Resale,Ready To Move,Broker,Yes, Varthur,1686
1039,3,13800000,Resale,Ready To Move,Broker,Yes, Hennur Road,1482
1040,2,7867000,Resale,Ready To Move,Broker,No, Banashankari,1180
1041,3,38800000,Resale,Ready To Move,Broker,Yes, Thanisandra Main Road,3110
1042,3,4200000,Resale,Ready To Move,Broker,No, Doddaballapur Road,1075
1043,2,12700000,Resale,Ready To Move,Broker,Yes, Kanakapura Road,1204
1044,3,14700000,New Property,Ready To Move,Broker,Yes, Vijaya Nagar,1490
1045,4,10500000,Resale,Ready To Move,Broker,No, Doddaballapur,2200
1046,2,8652000,New Property,Ready To Move,Broker,Yes, Chikkabanahalli,985
1047,3,11800000,New Property,Ready To Move,Broker,Yes, Vijaya Nagar,1186
1048,4+,50000000,New Property,Ready To Move,Broker,No, Huttanahalli,3693
1049,4+,50000000,Resale,Ready To Move,Broker,No, Huttanahalli,3648
1050,3,19800000,Resale,Ready To Move,Broker,No, Sarjapur Road,1754
1051,4+,100000000,Resale,Ready To Move,Broker,No, Whitefield,5385
1052,3,22000000,Resale,Ready To Move,Broker,No, Rachenahalli,1855
1053,1,5700000,New Property,Ready To Move,Broker,No, Whitefield,570
1054,4+,47500000,New Property,Ready To Move,Broker,No, Kannamangala,5120
1055,4,20000000,New Property,Ready To Move,Broker,No, Sarjapur Road,2600
1056,4+,17500000,Resale,Ready To Move,Broker,No, Budigere Road,2000
1057,4+,64000000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,4209
1058,2,10100000,Resale,Ready To Move,Broker,No, Kundalahalli,1150
1059,4+,46500000,New Property,Ready To Move,Broker,No, Jakkur,2628
1060,4+,64900000,New Property,Ready To Move,Broker,No, Yelahanka,4500
1061,3,9000000,New Property,Ready To Move,Broker,No, Kasavanahalli,1300
1062,2,11000000,New Property,Ready To Move,Broker,No, HSR Layout,1185
1063,4+,45500000,Resale,Ready To Move,Broker,No, Yelahanka,3066
1064,4+,28000000,Resale,Ready To Move,Broker,No, Old Madras Road,5600
1065,2,3501000,Resale,Ready To Move,Broker,Yes, Chandapura,1015
1066,3,50000000,Resale,Ready To Move,Broker,No, Hennur Bagalur Road,3350
1067,3,51000000,Resale,Ready To Move,Broker,No, Yelahanka,2710
1068,4+,50000000,New Property,Ready To Move,Broker,No, Huskur,3009
1069,2,11800000,Resale,Ready To Move,Broker,No, Kadugodi,1806
1070,1,20000000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,1177
1071,2,8300000,Resale,Ready To Move,Broker,No, Devanahalli,1030
1072,2,7800000,New Property,Ready To Move,Broker,No, Gottigere,1200
1073,3,10800000,New Property,Ready To Move,Broker,No, Mysore Road,1360
1074,4,85000000,Resale,Ready To Move,Broker,No, Sarjapur Road,6500
1075,3,10100000,Resale,Ready To Move,Broker,No, Whitefield,1110
1076,3,24000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1507
1077,4+,45900000,New Property,Ready To Move,Broker,No, Yelahanka,3100
1078,3,14100000,Resale,Ready To Move,Broker,No, Kadugodi,2075
1079,3,19000000,New Property,Ready To Move,Broker,No, Varthur,1685
1080,3,13000000,New Property,Ready To Move,Broker,No, Kadugodi,1925
1081,3,43000000,New Property,Ready To Move,Broker,No, Agara-HSR Layout,1930
1082,3,28000000,New Property,Ready To Move,Broker,No, Kaggadasapura,1710
1083,1,15000000,Resale,Ready To Move,Broker,No, Thanisandra Main Road,850
1084,2,13500000,New Property,Ready To Move,Broker,No, Thubarahalli,1185
1085,3,56000000,Resale,Ready To Move,Broker,No, Agara-HSR Layout,2700
1086,2,12000000,New Property,Ready To Move,Broker,No, Panathur,1009
1087,3,52000000,New Property,Ready To Move,Broker,No, Rajaji Nagar,1937
1088,2,6489000,Resale,Ready To Move,Broker,No, Kaggadasapura,1030
1089,3,8529000,New Property,Ready To Move,Broker,No, K Channasandra,1408
1090,3,25000000,New Property,Ready To Move,Broker,No, JP Nagar Phase 6,2135
1091,2,30000000,Resale,Ready To Move,Broker,No, Thanisandra Main Road,1807
1092,3,18500000,Resale,Ready To Move,Broker,No, Thanisandra,1620
1093,3,17300000,New Property,Ready To Move,Broker,No, Whitefield,1655
1094,3,21500000,Resale,Ready To Move,Broker,No, Mysore Road,1737
1095,3,21100000,Resale,Ready To Move,Broker,No, Kanakapura Road,1748
1096,3,16900000,Resale,Ready To Move,Broker,No, Aavalahalli,1622
1097,4+,71400000,Resale,Ready To Move,Broker,No, Devanahalli,4400
1098,3,65000000,Resale,Ready To Move,Broker,No, Rajaji Nagar,2390
1099,3,24000000,New Property,Ready To Move,Broker,No, Panathur,1700
1100,3,9141000,New Property,Ready To Move,Broker,No, Horamavu Agara Road,1513
1101,4+,45900000,New Property,Ready To Move,Broker,No, Yelahanka,3100
1102,3,14100000,Resale,Ready To Move,Broker,No, Kadugodi,2075
1103,3,43000000,New Property,Ready To Move,Broker,No, Agara-HSR Layout,1930
1104,3,56000000,Resale,Ready To Move,Broker,No, Agara-HSR Layout,2700
1105,2,13500000,New Property,Ready To Move,Broker,No, Thubarahalli,1185
1106,2,12000000,New Property,Ready To Move,Broker,No, Panathur,1009
1107,3,8529000,New Property,Ready To Move,Broker,No, K Channasandra,1408
1108,4+,54000000,Resale,Ready To Move,Broker,No, Jakkur,3240
1109,2,12200000,Resale,Ready To Move,Broker,No, Kadugodi,1806
1110,3,15700000,Resale,Ready To Move,Broker,No, Kadugodi,2319
1111,2,11900000,Resale,Ready To Move,Broker,No, Kadugodi,1750
1112,2,15800000,Resale,Ready To Move,Broker,No, Thanisandra Main Road,1183
1113,2,16000000,Resale,Ready To Move,Broker,No, Binnipete,1365
1114,3,28800000,Resale,Ready To Move,Broker,No, Whitefield,1275
1115,4,21000000,Resale,Ready To Move,Broker,No, Sarjapur Road,3240
1116,2,13900000,Resale,Ready To Move,Broker,No, Thanisandra,1375
1117,2,8000000,New Property,Ready To Move,Broker,No, Devanahalli,950
1118,3,22000000,Resale,Ready To Move,Broker,No, Kanakapura Road,1500
1119,3,10900000,Resale,Ready To Move,Broker,No, Bellandur,1433
1120,2,6175000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1625
1121,3,6536000,Resale,Ready To Move,Broker,No, Electronic City Phase II,1720
1122,2,5686000,Resale,Ready To Move,Broker,No, Yelahanka,1115
1123,2,2910000,Resale,Ready To Move,Broker,No, Chandapura,1090
1124,3,4452000,Resale,Ready To Move,Broker,No, Chandapura Anekal Road,1370
1125,3,10800000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1745
1126,2,4042000,Resale,Ready To Move,Broker,No, Bilekahalli,1100
1127,4,41600000,Resale,Ready To Move,Broker,No, JP Nagar,3131
1128,3,4950000,Resale,Ready To Move,Broker,No, Bilekahalli,1347
1129,4,8670000,Resale,Ready To Move,Broker,No, Sarjapur,1700
1130,3,23900000,Resale,Ready To Move,Broker,No, Bellandur,2740
1131,3,5454000,Resale,Ready To Move,Broker,No, Whitefield,1515
1132,3,4467000,Resale,Ready To Move,Broker,No, Attibele,1596
1133,2,4914000,Resale,Ready To Move,Broker,No, Hegde Nagar,1092
1134,3,19700000,New Property,Ready To Move,Broker,No, Sarjapur Road,2067
1135,3,10700000,New Property,Ready To Move,Broker,No, Devanahalli,1550
1136,3,6863000,New Property,Ready To Move,Broker,No, Whitefield,1750
1137,3,24000000,Resale,Ready To Move,Broker,No, Sarjapur Road,2217
1138,2,6768000,New Property,Ready To Move,Broker,No, Devanahalli,726
1139,4,32300000,Resale,Ready To Move,Broker,No, Whitefield,1743
1140,3,9888000,Resale,Ready To Move,Broker,No, Anekal,1545
1141,3,4467000,Resale,Ready To Move,Broker,No, Attibele,1596
1142,3,5454000,Resale,Ready To Move,Broker,No, Whitefield,1515
1143,2,4914000,Resale,Ready To Move,Broker,No, Hegde Nagar,1092
1144,2,5024000,Resale,Ready To Move,Broker,No, Kannamangala,957
1145,3,10900000,Resale,Ready To Move,Broker,Yes, Kengeri,2268
1146,2,6510000,Resale,Ready To Move,Broker,Yes, Kengeri,1332
1147,2,4651000,Resale,Ready To Move,Broker,No, Sarjapur Road,1052
1148,2,7700000,Resale,Ready To Move,Broker,No, Malur-Hosur Road,1472
1149,2,13200000,Resale,Ready To Move,Broker,No, Malur-Hosur Road,2540
1150,2,3314000,Resale,Ready To Move,Broker,Yes, Kyalasanahalli,947
1151,4,10400000,Resale,Ready To Move,Broker,No, Kannamangala,2062
1152,3,24300000,Resale,Ready To Move,Broker,No, Thanisandra Main Road,3784
1153,2,3738000,Resale,Ready To Move,Broker,No, K R Puram,1006
1154,2,3888000,Resale,Ready To Move,Broker,No, Hoskote,960
1155,3,7800000,Resale,Ready To Move,Broker,No, Kanakapura Road,1400
1156,2,13900000,New Property,Ready To Move,Broker,No, Sarjapur Road,1185
1157,3,11000000,Resale,Ready To Move,Broker,No, Devanahalli,1099
1158,3,14500000,New Property,Ready To Move,Broker,No, Sarjapur,2116
1159,3,10800000,New Property,Ready To Move,Broker,No, Jyotipuram,1403
1160,3,16700000,New Property,Ready To Move,Broker,No, Sarjapur Road,1515
1161,3,7770000,Resale,Ready To Move,Broker,No, JP Nagar,1480
1162,3,8608000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1459
1163,3,7947000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1347
1164,3,15000000,Resale,Ready To Move,Broker,Yes, Sahakara Nagar,1671
1165,2,6699000,Resale,Ready To Move,Broker,No, Kasavanahalli,1158
1166,3,8750000,Resale,Ready To Move,Broker,Yes, Whitefield,1495
1167,3,9209000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1561
1168,3,6803000,Resale,Ready To Move,Broker,No, Hoodi,1745
1169,1,2807000,Resale,Ready To Move,Broker,No, Hoodi,720
1170,3,14100000,Resale,Ready To Move,Broker,Yes, Sahakara Nagar,1097
1171,2,6631000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1124
1172,2,7569000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1283
1173,3,8442000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1431
1174,3,10900000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1860
1175,3,13300000,Resale,Ready To Move,Broker,No, Hoodi,1930
1176,3,21500000,New Property,Ready To Move,Broker,No, BTM Layout,1750
1177,3,21500000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1695
1178,4,39900000,Resale,Ready To Move,Broker,No, Whitefield,3125
1179,3,11000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1613
1180,3,30200000,Resale,Ready To Move,Broker,No, Whitefield,1904
1181,3,11800000,Resale,Ready To Move,Broker,No, Kanakapura Road,1325
1182,3,7875000,Resale,Ready To Move,Broker,No, Bellandur,1400
1183,4+,51000000,Resale,Ready To Move,Broker,No, Doddaballapur Road,6800
