,NumberOfBHK,Price,Transaction,Availability,PostedBy,ReraApproved,AreaName,BuiltUpArea_sqft
1184,3,4700000,Resale,Ready To Move,Broker,No, Chikbanavara,1220
1185,3,17000000,Resale,Ready To Move,Broker,No, Old Madras Road,2990
1186,2,10400000,Resale,Ready To Move,Broker,No, Hoodi,1520
1187,3,6511000,Resale,Ready To Move,Broker,No, Marathahalli,1497
1188,3,4462000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1275
1189,2,4471000,Resale,Ready To Move,Broker,No, Sarjapur Road,1028
1190,4,69000000,Resale,Ready To Move,Broker,No, Whitefield,6651
1191,3,13300000,Resale,Ready To Move,Broker,No, Hoodi,1930
1192,3,22700000,Resale,Ready To Move,Broker,No, Kasavanahalli,3180
1193,2,6084000,Resale,Ready To Move,Broker,No, Singasandra,1521
1194,3,53900000,Resale,Ready To Move,Broker,No, Frazer Town,3372
1195,2,5568000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1280
1196,2,4410000,Resale,Ready To Move,Broker,No, HSR Layout,1176
1197,4+,70000000,New Property,Ready To Move,Broker,No, Kanakapura Road,4498
1198,2,15000000,New Property,Ready To Move,Broker,No, Whitefield,1293
1199,4+,22400000,New Property,Ready To Move,Broker,No, Hoskote,2500
1200,3,23600000,New Property,Ready To Move,Broker,No, Whitefield,1656
1201,3,12600000,Resale,Ready To Move,Broker,No, Devanahalli,1625
1202,3,22700000,Resale,Ready To Move,Broker,No, Kanakapura Road,1938
1203,2,5304000,Resale,Ready To Move,Broker,No, Hoodi,1040
1204,3,5727000,Resale,Ready To Move,Broker,No, Akshayanagar,1409
1205,2,3292000,Resale,Ready To Move,Broker,Yes, Kengeri,902
1206,2,14000000,Resale,Ready To Move,Broker,No, Electronic City Phase I,3500
1207,3,11200000,Resale,Ready To Move,Broker,No, Whitefield,1780
1208,2,8510000,Resale,Ready To Move,Broker,No, Koramangala,1150
1209,3,5556000,Resale,Ready To Move,Broker,No, Thanisandra Main Road,1176
1210,3,9537000,Resale,Ready To Move,Broker,No, Hennur Road,1870
1211,2,3726000,Resale,Ready To Move,Broker,No, Munnekollal,1035
1212,2,3191000,Resale,Ready To Move,Broker,No, Kumaraswamy Layout,925
1213,3,9000000,Resale,Ready To Move,Broker,No, ITPL Road,1800
1214,4,61300000,Resale,Ready To Move,Broker,No, Doddanekkundi,3100
1215,3,7088000,Resale,Ready To Move,Broker,No, Bilekahalli,1602
1216,4+,75000000,Resale,Ready To Move,Broker,No, JP Nagar,6500
1217,3,5606000,Resale,Ready To Move,Broker,No, Akshayanagar,1699
1218,3,9641000,Resale,Ready To Move,Broker,No, Sarjapur Road,1700
1219,3,35000000,Resale,Ready To Move,Broker,No, Whitefield,2292
1220,3,13300000,Resale,Ready To Move,Broker,No, Sarjapur Road,1440
1221,3,8000000,Resale,Ready To Move,Broker,No, Electronic City Phase I,1600
1222,4+,42500000,Resale,Ready To Move,Broker,No, Whitefield,2555
1223,4,20700000,New Property,Ready To Move,Broker,No, Sarjapur Road,2112
1224,2,1856000,Resale,Ready To Move,Broker,No, Electronic City Phase II,550
1225,4+,75000000,Resale,Ready To Move,Broker,No, JP Nagar,6500
1226,2,5329000,Resale,Ready To Move,Broker,No, Kodigehalli,1165
1227,2,5750000,Resale,Ready To Move,Broker,No, Narayanapura,1150
1228,2,3272000,Resale,Ready To Move,Broker,No, HBR Layout,909
1229,2,5761000,Resale,Ready To Move,Broker,No, Thanisandra Main Road,1164
1230,2,4403000,Resale,Ready To Move,Broker,No, Whitefield,1030
1231,2,9228000,Resale,Ready To Move,Broker,No, HRBR Layout,1150
1232,2,3375000,Resale,Ready To Move,Broker,No, Varthur,1125
1233,1,2250000,Resale,Ready To Move,Broker,No, Kaggadasapura,506
1234,2,3414000,Resale,Ready To Move,Broker,No, Ganga Nagar,785
1235,3,2775000,Resale,Ready To Move,Broker,No, Chandapura,1000
1236,3,9000000,Resale,Ready To Move,Individual,Yes, KR Puram,1485
1237,2,3876000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1200
1238,3,7800000,Resale,Ready To Move,Individual,Yes, Mysore Road,1079
1239,3,16500000,New Property,Ready To Move,Broker,No, Srinivaspur,1637
1240,3,13500000,Resale,Ready To Move,Broker,No, Kanakapura Road,1500
1241,2,10100000,New Property,Ready To Move,Broker,No, Sarjapur Road,1085
1242,2,12100000,Resale,Ready To Move,Broker,No, Sarjapur Road,1195
1243,4+,32500000,Resale,Ready To Move,Broker,No, Hebbal,2470
1244,3,13500000,Resale,Ready To Move,Broker,No, Yeshwanthpur,1702
1245,3,9200000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1600
1246,4+,50000000,Resale,Ready To Move,Broker,No, Whitefield,3828
1247,2,13500000,Resale,Ready To Move,Broker,No, Old Madras Road,1150
1248,2,13300000,New Property,Ready To Move,Broker,No, Old Madras Road,1150
1249,2,7500000,New Property,Ready To Move,Broker,No, Old Madras Road,1200
1250,2,9500000,New Property,Ready To Move,Broker,No, Sarjapur Road,927
1251,3,17200000,New Property,Ready To Move,Broker,No, Sarjapur Road,1387
1252,2,8870000,Resale,Ready To Move,Broker,No, Sarjapur Road,983
1253,3,17000000,Resale,Ready To Move,Broker,No, Whitefield,1366
1254,1,5200000,New Property,Ready To Move,Broker,No, Kanakapura Road,525
1255,3,41900000,Resale,Ready To Move,Broker,No, Whitefield,2400
1256,2,6000000,New Property,Ready To Move,Broker,No, Devanahalli,740
1257,2,7200000,New Property,Ready To Move,Broker,No, Devanahalli,950
1258,4+,130000000,New Property,Ready To Move,Broker,No, Whitefield,4800
1259,4+,130000000,New Property,Ready To Move,Broker,No, Whitefield,4800
1260,2,7200000,New Property,Ready To Move,Broker,No, Electronic City Phase II,1165
1261,3,12600000,Resale,Ready To Move,Broker,No, Sarjapur Road,1365
1262,2,7800000,Resale,Ready To Move,Broker,No, Sarjapur Road,1099
1263,4,66700000,Resale,Ready To Move,Broker,No, Sarjapur Road,3600
1264,3,14500000,Resale,Ready To Move,Broker,No, Sarjapur Road,1435
1265,2,11900000,New Property,Ready To Move,Broker,No, Sarjapur Road,1280
1266,4,6037000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1725
1267,3,5040000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1440
1268,2,13500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1274
1269,3,10100000,New Property,Ready To Move,Broker,No, Devanahalli,1780
1270,3,13700000,New Property,Ready To Move,Broker,No, Whitefield,1730
1271,3,6162000,New Property,Ready To Move,Broker,No, Hoskote,1485
1272,3,10600000,New Property,Ready To Move,Broker,No, Electronic City,1844
1273,1,2655000,New Property,Ready To Move,Broker,No, Whitefield,531
1274,2,4257000,New Property,Ready To Move,Broker,No, Doddaballapur Road,1159
1275,2,4589000,New Property,Ready To Move,Broker,No, JP Nagar Phase 8,918
1276,2,3399000,New Property,Ready To Move,Broker,No, Doddaballapur Road,907
1277,2,2390000,New Property,Ready To Move,Broker,No, Sarjapur Road,683
1278,3,6523000,New Property,Ready To Move,Broker,No, JP Nagar Phase 8,1305
1279,3,3314000,New Property,Ready To Move,Broker,No, Sarjapur Road,947
1280,3,10000000,New Property,Ready To Move,Broker,No, R.K. Hegde Nagar,1404
1281,3,13700000,Resale,Ready To Move,Broker,No, Sarjapur Road,1485
1282,3,38000000,New Property,Ready To Move,Broker,No, Bannerghatta Road,4536
1283,2,9000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1208
1284,3,23000000,Resale,Ready To Move,Broker,No, Sarjapur,1865
1285,3,8662000,Resale,Ready To Move,Broker,No, RT Nagar,1500
1286,3,13700000,New Property,Ready To Move,Broker,No, Chamarajpet,1490
1287,3,10600000,New Property,Ready To Move,Broker,No, Electronic City,1844
1288,1,2655000,New Property,Ready To Move,Broker,No, Whitefield,531
1289,2,4257000,New Property,Ready To Move,Broker,No, Doddaballapur Road,1159
1290,2,4589000,New Property,Ready To Move,Broker,No, JP Nagar Phase 8,918
1291,2,3399000,New Property,Ready To Move,Broker,No, Doddaballapur Road,907
1292,2,2390000,New Property,Ready To Move,Broker,No, Sarjapur Road,683
1293,3,6523000,New Property,Ready To Move,Broker,No, JP Nagar Phase 8,1305
1294,3,3314000,New Property,Ready To Move,Broker,No, Sarjapur Road,947
1295,3,10000000,New Property,Ready To Move,Broker,No, R.K. Hegde Nagar,1404
1296,1,5408000,New Property,Ready To Move,Broker,No, Whitefield,670
1297,4,17100000,New Property,Ready To Move,Broker,No, Old Madras Road,2545
1298,3,10700000,New Property,Ready To Move,Broker,No, Whitefield,1715
1299,3,9200000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1600
1300,2,5071000,New Property,Ready To Move,Broker,No, Electronic City Phase II,980
1301,2,9093000,New Property,Ready To Move,Broker,No, Whitefield,1425
1302,2,11400000,Resale,Ready To Move,Broker,No, Sarjapur Road,1100
1303,3,34700000,New Property,Ready To Move,Broker,No, Bannerghatta Road,3315
1304,3,23100000,Resale,Ready To Move,Broker,No, Sarjapur Road,2104
1305,3,19000000,Resale,Ready To Move,Broker,No, Sarjapur,2307
1306,3,23000000,New Property,Ready To Move,Broker,No, Whitefield,1517
1307,3,15600000,New Property,Ready To Move,Broker,No, Kamala Nagar,1704
1308,4,6037000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1725
1309,3,5040000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1440
1310,2,13500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1274
1311,3,25000000,New Property,Ready To Move,Broker,No, Whitefield,1985
1312,3,10100000,New Property,Ready To Move,Broker,No, Devanahalli,1780
1313,3,13700000,New Property,Ready To Move,Broker,No, Whitefield,1730
1314,3,6162000,New Property,Ready To Move,Broker,No, Hoskote,1485
1315,3,7604000,New Property,Ready To Move,Broker,No, Electronic City,1325
1316,3,10600000,New Property,Ready To Move,Broker,No, Electronic City,1844
1317,1,2655000,New Property,Ready To Move,Broker,No, Whitefield,531
1318,3,10700000,New Property,Ready To Move,Broker,No, Sarjapur Road,1658
1319,2,7583000,New Property,Ready To Move,Broker,No, Hebbal,1046
1320,2,4257000,New Property,Ready To Move,Broker,No, Doddaballapur Road,1159
1321,2,4589000,New Property,Ready To Move,Broker,No, JP Nagar Phase 8,918
1322,2,3399000,New Property,Ready To Move,Broker,No, Doddaballapur Road,907
1323,2,8500000,New Property,Ready To Move,Broker,No, Whitefield,1350
1324,2,4140000,New Property,Ready To Move,Broker,No, Munnekollal,1150
1325,4,21200000,New Property,Ready To Move,Broker,No, Whitefield,2163
1326,3,9687000,New Property,Ready To Move,Broker,No, Devanahalli,1535
1327,4+,69000000,New Property,Ready To Move,Broker,No, Hebbal,3800
1328,2,6380000,Resale,Ready To Move,Broker,No, Chansandra,1450
1329,2,7546000,New Property,Ready To Move,Broker,No, KR Puram,1399
1330,2,6854000,New Property,Ready To Move,Broker,No, Varthur,1043
1331,2,3900000,New Property,Ready To Move,Broker,No, Chandapura,980
1332,3,17200000,New Property,Ready To Move,Broker,No, Kaggadasapura,1610
1333,3,9426000,New Property,Ready To Move,Broker,No, KR Puram,1519
1334,2,10500000,New Property,Ready To Move,Broker,No, Varthur,1018
1335,2,6206000,New Property,Ready To Move,Broker,No, Electronic City,1078
1336,2,11000000,New Property,Ready To Move,Broker,No, Kaggadasapura,1109
1337,2,7400000,New Property,Ready To Move,Broker,No, Yelahanka,1275
1338,3,9788000,New Property,Ready To Move,Broker,No, Uttarahalli,1595
1339,2,7274000,New Property,Ready To Move,Broker,No, Gunjur,970
1340,2,6879000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1166
1341,2,8125000,New Property,Ready To Move,Broker,No, Sarjapur Road,1300
1342,2,8003000,New Property,Ready To Move,Broker,No, Sarjapur Road,1240
1343,2,6650000,New Property,Ready To Move,Broker,No, Choodasandra,950
1344,3,50000000,New Property,Ready To Move,Broker,No, Whitefield,2753
1345,3,17700000,New Property,Ready To Move,Broker,No, Whitefield,1800
1346,3,24000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1507
1347,4+,30300000,Resale,Ready To Move,Broker,No, Sarjapur Road,2682
1348,2,7500000,Resale,Ready To Move,Broker,No, Kanakapura Road,900
1349,4,32000000,New Property,Ready To Move,Broker,No, Whitefield,2400
1350,2,7071000,New Property,Ready To Move,Broker,No, Electronic City Phase II,1250
1351,4,5211000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1489
1352,3,30000000,Resale,Ready To Move,Broker,No, Bellandur,2015
1353,2,4011000,New Property,Ready To Move,Broker,No, Sarjapur Attibele Road,1146
1354,3,12200000,New Property,Ready To Move,Broker,No, Whitefield,1350
1355,3,18600000,New Property,Ready To Move,Broker,No, Whitefield,1839
1356,2,12500000,New Property,Ready To Move,Broker,No, KR Puram,1522
1357,3,14000000,New Property,Ready To Move,Broker,No, Whitefield,1775
1358,3,13800000,New Property,Ready To Move,Broker,No, Whitefield,1700
1359,3,14600000,New Property,Ready To Move,Broker,No, Old Madras Road,1335
1360,1,4900000,New Property,Ready To Move,Broker,No, Sarjapur Road,704
1361,2,94000000,New Property,Ready To Move,Broker,No, Kasavanahalli,1200
1362,3,9262000,New Property,Ready To Move,Broker,No, Kannamangala,1425
1363,3,5637000,New Property,Ready To Move,Broker,No, Kyalasanahalli,1375
1364,2,8990000,New Property,Ready To Move,Broker,No, Whitefield,986
1365,3,26500000,New Property,Ready To Move,Broker,No, Bellandur,1798
1366,3,12500000,Resale,Ready To Move,Broker,No, Kanakapura Road,1300
1367,4+,32600000,Resale,Ready To Move,Broker,No, Hebbal,2470
1368,3,25800000,New Property,Ready To Move,Broker,No, Whitefield,1730
1369,2,13200000,New Property,Ready To Move,Broker,No, Sarjapur Road,1435
1370,2,17500000,Resale,Ready To Move,Broker,No, Kanakapura Road,1274
1371,2,6874000,New Property,Ready To Move,Broker,No, Choodasandra,1232
1372,3,12600000,New Property,Ready To Move,Broker,No, Varthur,1540
1373,2,4194000,New Property,Ready To Move,Broker,No, Kyalasanahalli,1100
1374,2,8149000,New Property,Ready To Move,Broker,No, Arekere,1270
1375,2,8570000,New Property,Ready To Move,Broker,No, Horamavu,1280
1376,3,9374000,New Property,Ready To Move,Broker,No, Kanakapura Road,1440
1377,2,7546000,New Property,Ready To Move,Broker,No, KR Puram,1399
1378,2,6510000,New Property,Ready To Move,Broker,No, Uttarahalli,1286
1379,2,6695000,New Property,Ready To Move,Broker,No, Hosur Road,966
1380,2,6854000,New Property,Ready To Move,Broker,No, Varthur,1043
1381,4,21000000,New Property,Ready To Move,Broker,No, Whitefield,1890
1382,2,5125000,New Property,Ready To Move,Broker,No, Uttarahalli,1002
1383,2,8551000,New Property,Ready To Move,Broker,No, Choodasandra,1332
1384,2,3900000,New Property,Ready To Move,Broker,No, Chandapura,980
1385,3,17200000,New Property,Ready To Move,Broker,No, Kaggadasapura,1610
1386,3,24000000,Resale,Ready To Move,Broker,No, Aavalahalli,2168
1387,3,15300000,Resale,Ready To Move,Broker,No, Hosur Road,1513
1388,2,12000000,New Property,Ready To Move,Broker,No, Banashankari,1170
1389,3,11400000,New Property,Ready To Move,Broker,No, Bommanahalli,1640
1390,3,13200000,Resale,Ready To Move,Broker,No, Sarjapur Road,1435
1391,4+,49500000,Resale,Ready To Move,Broker,No, Whitefield,3505
1392,2,7356000,New Property,Ready To Move,Broker,No, Sarjapur Road,1100
1393,3,6676000,New Property,Ready To Move,Broker,No, Chandapura,1560
1394,2,6206000,New Property,Ready To Move,Broker,No, Electronic City,1078
1395,3,12200000,New Property,Ready To Move,Broker,No, Gummanahalli,1600
1396,2,6500000,New Property,Ready To Move,Broker,No, Kammanahalli,1250
1397,2,11000000,New Property,Ready To Move,Broker,No, Kaggadasapura,1109
1398,2,7400000,New Property,Ready To Move,Broker,No, Yelahanka,1275
1399,3,9788000,New Property,Ready To Move,Broker,No, Uttarahalli,1595
1400,2,7274000,New Property,Ready To Move,Broker,No, Gunjur,970
1401,2,6879000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1166
1402,1,6541000,New Property,Ready To Move,Broker,No, Gunjur,735
1403,3,17200000,New Property,Ready To Move,Broker,No, HSR Layout,1745
1404,3,9850000,New Property,Ready To Move,Broker,No, Varthur,1394
1405,2,8125000,New Property,Ready To Move,Broker,No, Sarjapur Road,1300
1406,2,8003000,New Property,Ready To Move,Broker,No, Sarjapur Road,1240
1407,3,25000000,New Property,Ready To Move,Broker,No, Sarjapur,1898
1408,3,14600000,New Property,Ready To Move,Broker,No, Kanakapura Road,1475
1409,2,14200000,New Property,Ready To Move,Broker,No, Mysore Road,1223
1410,2,12000000,New Property,Ready To Move,Broker,No, Sarjapur Road,638
1411,3,8500000,New Property,Ready To Move,Broker,No, Whitefield,1410
1412,2,10000000,Resale,Ready To Move,Broker,No, Sarjapur,950
1413,3,14000000,New Property,Ready To Move,Broker,No, KR Puram,1365
1414,2,8056000,New Property,Ready To Move,Broker,No, Bellandur,1230
1415,2,9001000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1552
1416,3,10600000,New Property,Ready To Move,Broker,No, Sarjapur Road,1700
1417,3,6900000,New Property,Ready To Move,Broker,No, Off Sarjapur road,1280
1418,4,11000000,New Property,Ready To Move,Broker,No, Whitefield,1914
1419,1,5999000,New Property,Ready To Move,Broker,No, Kanakapura Road,700
1420,3,18000000,New Property,Ready To Move,Broker,No, Whitefield,1505
1421,2,8093000,New Property,Ready To Move,Broker,No, Haralur Road,1140
1422,3,6048000,New Property,Ready To Move,Broker,No, Akshayanagar,1375
1423,3,7958000,New Property,Ready To Move,Broker,No, Whitefield,1384
1424,3,9527000,New Property,Ready To Move,Broker,No, Whitefield,1657
1425,3,6880000,New Property,Ready To Move,Broker,No, Jigani,1600
1426,3,8850000,New Property,Ready To Move,Broker,No, Chandapura,1410
1427,3,12500000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1500
1428,3,22500000,New Property,Ready To Move,Broker,No, Whitefield,1829
1429,3,22500000,New Property,Ready To Move,Broker,No, Whitefield,1773
1430,3,11200000,New Property,Ready To Move,Broker,No, Anjanapura Township,1452
1431,3,13200000,New Property,Ready To Move,Broker,No, Kanakapura Road,1417
1432,3,11200000,New Property,Ready To Move,Broker,No, Anjanapura Township,1454
1433,3,16000000,Resale,Ready To Move,Broker,No, Anekal,1500
1434,3,7440000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,1380
1435,2,9348000,New Property,Ready To Move,Broker,No, Akshayanagar,1134
1436,2,11800000,New Property,Ready To Move,Broker,No, Gunjur,1387
1437,3,5911000,New Property,Ready To Move,Broker,No, Akshayanagar,1445
1438,2,5125000,New Property,Ready To Move,Broker,No, Uttarahalli,1002
1439,2,3900000,New Property,Ready To Move,Broker,No, Chandapura,980
1440,2,8551000,New Property,Ready To Move,Broker,No, Choodasandra,1332
1441,2,8579000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1025
1442,2,10800000,New Property,Ready To Move,Broker,No, KR Puram,1552
1443,3,17200000,New Property,Ready To Move,Broker,No, Kaggadasapura,1610
1444,3,10700000,New Property,Ready To Move,Broker,No, Horamavu,1400
1445,3,9426000,New Property,Ready To Move,Broker,No, KR Puram,1519
1446,2,10500000,New Property,Ready To Move,Broker,No, Varthur,1018
1447,3,12800000,New Property,Ready To Move,Broker,No, Banashankari 6th Stage,1719
1448,3,9561000,New Property,Ready To Move,Broker,No, Uttarahalli,1450
1449,2,14000000,Resale,Ready To Move,Broker,No, Old Madras Road,1425
1450,2,11500000,Resale,Ready To Move,Broker,No, Sarjapur Road,1100
1451,3,15900000,Resale,Ready To Move,Broker,No, Sarjapur Road,2116
1452,2,6700000,New Property,Ready To Move,Broker,No, Kanakapura Road,1230
1453,2,10700000,Resale,Ready To Move,Broker,No, Sarjapur Road,1030
1454,4+,35000000,Resale,Ready To Move,Broker,No, Whitefield,2333
1455,3,16800000,New Property,Ready To Move,Broker,No, Sarjapur Road,1685
1456,3,35600000,New Property,Ready To Move,Broker,No, Whitefield,1833
1457,3,28500000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1979
1458,3,22300000,New Property,Ready To Move,Broker,No, Whitefield,1393
1459,3,25000000,New Property,Ready To Move,Broker,No, Whitefield,1575
1460,2,7288000,New Property,Ready To Move,Broker,No, Whitefield,911
1461,2,8000000,New Property,Ready To Move,Broker,No, Whitefield,986
1462,2,8500000,New Property,Ready To Move,Broker,No, Whitefield,880
1463,3,13300000,New Property,Ready To Move,Broker,No, Mysore Road,1800
1464,3,7779000,New Property,Ready To Move,Broker,No, Kannamangala,1287
1465,3,12600000,New Property,Ready To Move,Broker,No, Varthur,1540
1466,2,6874000,New Property,Ready To Move,Broker,No, Choodasandra,1232
1467,2,8570000,New Property,Ready To Move,Broker,No, Horamavu,1280
1468,3,9374000,New Property,Ready To Move,Broker,No, Kanakapura Road,1440
1469,2,8149000,New Property,Ready To Move,Broker,No, Arekere,1270
1470,2,11000000,Resale,Ready To Move,Broker,No, Kanakapura Road,1189
1471,3,24000000,Resale,Ready To Move,Broker,No, Sarjapur Road,1938
1472,2,7145000,New Property,Ready To Move,Broker,No, Sarjapur Road,1203
1473,3,21500000,Resale,Ready To Move,Broker,No, Bannerghatta Road,1903
1474,4+,30000000,New Property,Ready To Move,Broker,No, Sarjapur,9000
1475,3,12200000,New Property,Ready To Move,Broker,No, Sarjapur Road,1315
1476,2,6600000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,1095
1477,3,5540000,New Property,Ready To Move,Broker,No, Mysore Road,943
1478,3,8232000,New Property,Ready To Move,Broker,No, Devanahalli,1273
1479,4,11500000,New Property,Ready To Move,Broker,No, Hoskote,2300
1480,2,10600000,New Property,Ready To Move,Broker,No, Gunjur,1420
1481,3,7429000,New Property,Ready To Move,Broker,No, Sarjapur Bagalur Road,1244
1482,3,10600000,New Property,Ready To Move,Broker,No, Bellandur,1630
1483,2,7200000,New Property,Ready To Move,Broker,No, Horamavu,1000
1484,2,9889000,New Property,Ready To Move,Broker,No, Yelahanka,1276
1485,3,9900000,New Property,Ready To Move,Broker,No, Kanakapura Road,1106
1486,2,8500000,New Property,Ready To Move,Broker,No, Sarjapur Road,1225
1487,2,3700000,New Property,Ready To Move,Broker,No, Chandapura,800
1488,3,12800000,New Property,Ready To Move,Broker,No, Whitefield,1500
1489,1,2800000,New Property,Ready To Move,Broker,No, Kengeri,560
1490,3,9945000,New Property,Ready To Move,Broker,No, Hennur Road,1372
1491,3,8700000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1480
1492,2,9887000,New Property,Ready To Move,Broker,No, Kempapura Agrahara,1053
1493,2,9000000,Resale,Ready To Move,Broker,No, Hebbal,1100
1494,2,7500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1078
1495,2,11500000,New Property,Ready To Move,Broker,No, Bannerghatta Road,1134
1496,2,4490000,Resale,Ready To Move,Broker,No, Devanahalli,950
1497,3,20100000,New Property,Ready To Move,Broker,No, Banashankari,1551
1498,3,20000000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,1705
1499,3,20000000,New Property,Ready To Move,Broker,No, Kanakapura Road,1746
1500,3,12200000,New Property,Ready To Move,Broker,No, Sahakara Nagar,1775
1501,3,21400000,New Property,Ready To Move,Broker,No, Whitefield,1600
1502,3,20800000,New Property,Ready To Move,Broker,No, Bellandur,1665
1503,2,9900000,New Property,Ready To Move,Broker,No, Whitefield,1000
1504,2,10300000,New Property,Ready To Move,Broker,No, Sarjapur Road,1100
1505,2,12000000,New Property,Ready To Move,Broker,No, Whitefield,1067
1506,2,12700000,New Property,Ready To Move,Broker,No, Sahakara Nagar,1450
1507,2,8200000,New Property,Ready To Move,Broker,No, Whitefield,1353
1508,3,41900000,Resale,Ready To Move,Broker,No, Whitefield,2400
1509,2,6000000,New Property,Ready To Move,Broker,No, Devanahalli,740
1510,2,9000000,New Property,Ready To Move,Broker,No, Munnekollal,1120
1511,2,7200000,New Property,Ready To Move,Broker,No, Devanahalli,950
1512,4+,59000000,New Property,Ready To Move,Broker,No, Marathahalli,3300
1513,3,20700000,New Property,Ready To Move,Broker,No, Chikkagubbi Village,1899
1514,4,31400000,New Property,Ready To Move,Broker,No, Whitefield,1743
1515,2,11400000,New Property,Ready To Move,Broker,No, Sarjapur Road,1230
1516,3,10200000,Resale,Ready To Move,Broker,No, Whitefield,901
1517,2,20700000,New Property,Ready To Move,Broker,No, Whitefield,938
1518,2,8556000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1235
1519,2,10900000,New Property,Ready To Move,Broker,No, Yelahanka,1335
1520,2,6227000,New Property,Ready To Move,Broker,No, JP Nagar 7th Phase,1240
1521,3,9095000,New Property,Ready To Move,Broker,No, Yelahanka,1580
1522,2,12200000,New Property,Ready To Move,Broker,No, Bellary Road,1273
1523,2,7381000,New Property,Ready To Move,Broker,No, Off Sarjapur road,1210
1524,2,5700000,New Property,Ready To Move,Broker,No, Begur,1040
1525,3,12100000,New Property,Ready To Move,Broker,No, Thanisandra,1677
1526,3,8997000,New Property,Ready To Move,Broker,No, Off Sarjapur road,1475
1527,3,10900000,New Property,Ready To Move,Broker,No, Horamavu,1465
1528,2,15300000,New Property,Ready To Move,Broker,No, Binnipete,1589
1529,3,15500000,New Property,Ready To Move,Broker,No, Sahakara Nagar,1775
1530,3,11300000,New Property,Ready To Move,Broker,No, Hosa Road,1726
1531,2,8730000,New Property,Ready To Move,Broker,No, Hennur Main Road,1504
1532,3,9100000,New Property,Ready To Move,Broker,No, Thanisandra Main Road,1610
1533,2,5000000,New Property,Ready To Move,Broker,No, Kengeri,902
1534,3,21500000,Resale,Ready To Move,Broker,No, Mysore Road,1737
1535,3,14000000,New Property,Ready To Move,Broker,No, Sarjapur Road,1728
1536,2,13500000,Resale,Ready To Move,Broker,No, Mysore Road,1148
1537,3,4800000,Resale,Ready To Move,Broker,No, Dasanapura,1200
1538,4,42000000,New Property,Ready To Move,Broker,No, Devanahalli,3400
1539,2,8602000,New Property,Ready To Move,Broker,No, Hebbal,935
1540,2,8610000,New Property,Ready To Move,Broker,No, Horamavu,1148
1541,3,10500000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1355
1542,2,8660000,New Property,Ready To Move,Broker,No, Hosur Road,1090
1543,3,10900000,New Property,Ready To Move,Broker,No, Raja Rajeshwari Nagar,1615
1544,2,10200000,New Property,Ready To Move,Broker,No, Sahakara Nagar,1225
1545,3,11200000,New Property,Ready To Move,Broker,No, Kogilu,1765
1546,3,22500000,New Property,Ready To Move,Broker,No, Koramangala,1895
1547,2,7271000,New Property,Ready To Move,Broker,No, Electronic City Phase I,1322
1548,2,8462000,New Property,Ready To Move,Broker,No, Nagavara,1099
1549,3,17600000,New Property,Ready To Move,Broker,No, Devanahalli,1950
1550,2,18900000,New Property,Ready To Move,Broker,No, JP Nagar,1521
1551,3,12200000,New Property,Ready To Move,Broker,No, Kanakapura Road,1280
1552,2,11900000,New Property,Ready To Move,Broker,No, Devanahalli,1320
1553,3,14600000,New Property,Ready To Move,Broker,No, Yelahanka,1675
1554,2,5995000,New Property,Ready To Move,Broker,No, Kanakapura Road,954
1555,3,12500000,New Property,Ready To Move,Broker,No, Kanakapura Road,1308
1556,2,8688000,New Property,Ready To Move,Broker,No, Hennur Road,1092
1557,2,4500000,Resale,Ready To Move,Broker,No, Hegganahalli,828
1558,2,11500000,Resale,Ready To Move,Broker,No, Banaswadi,1264
1559,3,10700000,Resale,Ready To Move,Broker,No, Bellandur,1680
1560,3,13300000,New Property,Ready To Move,Broker,No, Mysore Road,1800
1561,3,12600000,New Property,Ready To Move,Broker,No, Varthur,1540
1562,3,8618000,New Property,Ready To Move,Broker,No, Sarjapur,1377
